revenue,rating
227817248.0,5.584
75055070.0,6.0
0.0,7.2
408680.0,5.3
130786397.0,6.678
142000000.0,5.9
1072602.0,5.853
0.0,6.8
0.0,6.576
96047633.0,6.105
83200000.0,5.7
0.0,7.2
0.0,6.9
65090821.0,6.3
82087155.0,5.86
40909909.0,5.533
14460000.0,6.9
0.0,6.3
183953723.0,5.766
0.0,8.0
2527904.0,6.7
0.0,8.4
0.0,6.9
10126458.0,4.992
0.0,6.5
19560274.0,7.0
95311434.0,7.5
0.0,6.4
42808575.0,7.1
34710627.0,7.212
0.0,6.6
0.0,5.8
26611650.0,6.881
36192775.0,6.0
33372606.0,5.701
61037844.0,7.537
151300000.0,6.8
0.0,3.6
0.0,6.7
15946321.0,7.171
27122040.0,6.2
40500000.0,5.782
30426096.0,6.5
0.0,5.7
1123794079.0,6.209
6638849.0,7.467
9612469.0,5.5
33662874.0,6.9
0.0,6.9
0.0,5.2
28550000.0,6.5
0.0,5.9
54700000.0,6.737
28550000.0,6.5
63782078.0,6.6
55200000.0,6.975
39984400.0,6.182
0.0,7.044
160000000.0,7.6
3500000.0,6.616
43200000.0,6.3
5206.0,6.2
177200000.0,6.8
14400000.0,5.873
0.0,7.3
1296937.0,6.4
39187783.0,7.169
0.0,6.926
0.0,6.827
6879667.0,6.372
0.0,7.248
3741098.0,7.0
7621364.0,6.8
25345000.0,6.2
34942188.0,5.6
0.0,6.5
165184237.0,6.7
0.0,6.64
14089528.0,5.912
18445.0,6.4
21434003.0,8.0
0.0,7.4
10324441.0,5.923
1104682.0,6.1
1742215.0,5.9
0.0,7.5
3964682.0,6.5
0.0,5.8
24000000.0,5.9
0.0,5.6
1743743.0,6.336
0.0,5.8
0.0,3.8
1188194.0,6.8
0.0,7.4
0.0,7.5
0.0,6.9
47088990.0,7.0
8791590.0,7.1
0.0,6.0
2295733.0,7.2
27462041.0,6.4
0.0,4.5
0.0,6.7
0.0,6.038
0.0,6.0
117094902.0,6.9
0.0,6.3
0.0,7.5
0.0,7.0
0.0,5.2
0.0,7.8
0.0,6.888
0.0,6.7
52545707.0,5.4
24426169.0,7.9
0.0,5.2
0.0,4.852
115890792.0,6.4
450275.0,6.201
911466.0,5.4
0.0,7.1
0.0,6.7
133432856.0,7.456
0.0,2.8
4498.0,5.604
6941450.0,7.8
1938783.0,6.7
0.0,6.051
0.0,5.7
5728213.0,6.7
28013733.0,5.3
0.0,6.675
6900000.0,5.979
2500000.0,4.3
0.0,6.7
0.0,6.3
25562924.0,5.3
2639616.0,8.1
29737384.0,5.5
9927260.0,5.491
16653488.0,7.852
22939027.0,5.8
0.0,4.1
0.0,6.416
0.0,6.4
618425.0,5.1
138730.0,7.5
2614773.0,6.155
876302.0,6.5
95404397.0,6.9
13131714.0,7.8
19660000.0,7.3
5468650.0,6.4
48147945.0,5.5
0.0,7.3
15786086.0,7.2
0.0,6.518
610986.0,6.133
0.0,5.6
0.0,6.33
0.0,7.0
20502.0,5.1
0.0,6.5
6861102.0,5.9
15395087.0,6.4
0.0,6.005
14311701.0,6.848
0.0,7.8
1359257.0,5.6
0.0,6.641
0.0,5.261
0.0,6.1
0.0,6.9
4729855.0,5.797
4072098.0,5.5
0.0,6.0
0.0,5.7
176669.0,6.6
0.0,6.8
30722632.0,7.2
35911689.0,5.7
37700000.0,5.9
162088.0,7.7
0.0,7.5
484592.0,7.275
13.0,7.3
3012210.0,5.5
3542353.0,6.4
0.0,6.6
0.0,7.6
0.0,6.0
1941667.0,5.51
11790979.0,7.0
0.0,6.4
2900000.0,7.0
18962444.0,7.2
0.0,6.8
84606030.0,6.231
0.0,7.5
972512.0,5.5
3265941.0,7.1
4878284.0,7.3
970816.0,6.4
2400000.0,6.2
48000000.0,7.8
8200000.0,6.0
0.0,6.1
67112664.0,5.3
228239.0,7.3
0.0,5.3
3807134.0,5.7
0.0,6.9
0.0,5.3
49000000.0,7.2
3759582.0,6.8
0.0,5.9
0.0,4.2
0.0,6.125
868439.0,6.4
99036827.0,5.196
0.0,6.6
24816118.0,6.1
5634828.0,6.3
2128186.0,4.9
0.0,6.3
0.0,5.8
35100000.0,6.7
0.0,6.6
3142154.0,6.4
0.0,7.1
6581915.0,7.1
25603.0,4.8
0.0,5.7
2550508.0,7.8
138868.0,6.9
0.0,5.394
1406224.0,6.6
0.0,6.7
0.0,4.764
0.0,5.9
0.0,6.21
15478800.0,6.5
20374201.0,7.787
127709.0,6.3
0.0,7.2
0.0,6.1
87793.0,5.621
0.0,6.1
626100000.0,7.242
957240.0,5.8
0.0,3.9
0.0,5.9
0.0,7.1
0.0,6.0
0.0,5.7
54161287.0,6.7
0.0,6.2
13194167.0,6.858
0.0,6.847
987883.0,6.6
0.0,5.6
355688.0,5.6
0.0,4.4
29000000.0,8.1
0.0,4.9
16611575.0,5.9
0.0,5.7
0.0,6.9
1332231.0,6.1
0.0,7.0
10654385.0,6.828
0.0,5.7
23774400.0,6.29
1481665.0,7.466
0.0,5.3
0.0,7.8
0.0,4.0
0.0,4.108
0.0,4.742
11045966.0,5.3
6660000.0,5.8
0.0,7.1
0.0,6.1
0.0,6.1
88823111.0,6.2
51917.0,5.2
533235.0,5.316
4965950.0,6.3
0.0,5.2
0.0,5.058
0.0,3.675
0.0,6.8
30000000.0,6.507
0.0,5.4
4627375.0,5.4
29000000.0,7.3
0.0,6.9
14166853.0,6.1
0.0,5.5
0.0,6.2
0.0,5.742
7706436.0,7.1
0.0,3.7
0.0,5.4
0.0,4.1
15724275.0,7.3
0.0,4.7
0.0,5.685
0.0,7.4
748453.0,5.9
0.0,6.5
46495.0,6.4
6226507.0,6.8
0.0,5.625
0.0,5.8
0.0,7.2
1126525.0,5.889
0.0,5.2
2140.0,7.5
0.0,5.3
30857747.0,7.351
31410151.0,5.2
253899.0,7.2
0.0,6.9
0.0,7.1
68945.0,6.7
0.0,5.7
15.0,6.7
15.0,5.53
9504139.0,6.7
0.0,6.9
6632403.0,7.055
10306807.0,5.5
0.0,5.6
0.0,7.3
0.0,6.811
0.0,6.5
5799606.0,7.2
0.0,5.0
0.0,6.8
0.0,6.7
0.0,5.755
0.0,5.5
647839.0,5.1
0.0,6.7
1678.0,5.099
0.0,5.6
0.0,6.223
0.0,6.1
864659.0,7.4
0.0,6.8
0.0,5.4
0.0,6.799
0.0,5.8
4634062.0,4.7
0.0,6.0
0.0,6.2
0.0,6.2
0.0,6.4
0.0,7.167
3929796.0,6.0
0.0,3.6
0.0,8.0
0.0,6.7
1543385.0,7.3
0.0,6.8
14624826.0,7.425
0.0,4.8
0.0,8.0
3838.0,5.34
0.0,6.7
0.0,5.2
0.0,8.6
1349387.0,6.3
0.0,4.8
0.0,6.9
0.0,5.117
4909485.0,6.7
0.0,5.6
0.0,5.8
0.0,6.4
18700000.0,7.3
0.0,6.4
0.0,4.8
0.0,6.159
539896.0,5.9
0.0,6.7
0.0,5.4
0.0,5.7
0.0,5.512
0.0,4.5
0.0,6.9
154098.0,6.3
0.0,5.2
3242802.0,6.5
0.0,5.7
0.0,6.3
5576725.0,6.9
0.0,5.8
5435358.0,7.2
303877.0,5.8
0.0,5.2
0.0,3.9
4040142.0,6.5
0.0,6.9
10130000.0,6.112
16590.0,5.7
10.0,4.8
5446000.0,6.5
0.0,4.9
286201.0,7.2
6963872.0,4.6
1800000.0,7.2
2777000.0,2.804
0.0,6.095
13101672.0,5.4
0.0,6.9
43000000.0,6.3
0.0,6.2
0.0,5.8
0.0,4.9
0.0,6.0
0.0,5.0
0.0,6.1
201607.0,5.5
11229.0,7.1
0.0,7.409
0.0,4.9
0.0,5.922
15000000.0,6.0
58132.0,6.6
0.0,4.5
664747.0,7.1
0.0,4.8
0.0,6.333
4132000.0,5.2
0.0,5.566
0.0,5.1
0.0,4.9
0.0,6.146
0.0,6.5
15292.0,6.3
4230854.0,7.0
65301.0,6.4
14885722.0,6.642
0.0,7.6
0.0,5.034
0.0,4.9
0.0,5.7
471334.0,7.784
0.0,5.9
0.0,4.9
0.0,6.3
0.0,5.2
0.0,6.654
65708.0,5.331
405614.0,6.282
0.0,5.8
18463.0,5.1
