country,release_year,language,budget,cast_numbers,genre_numbers,director_number,first_genre,month_name,day,mean,std,var,labels
United States of America,2019.0,en,55000000.0,5.0,3.0,1.0,Action,May,15.0,0.0249,0.0662,0.0044,31.0
United States of America,2019.0,en,150000000.0,5.0,5.0,2.0,Family,November,20.0,0.0216,0.0673,0.0045,8.0
United States of America,2019.0,en,79000000.0,5.0,2.0,1.0,Horror,September,4.0,0.0208,0.0676,0.0046,44.0
"China, United States of America",2019.0,en,50000000.0,5.0,3.0,1.0,Action,September,19.0,0.0269,0.0654,0.0043,7.0
United States of America,2019.0,en,40000000.0,5.0,3.0,1.0,Comedy,November,27.0,0.0192,0.0681,0.0046,12.0
United States of America,2019.0,en,27000000.0,5.0,1.0,1.0,Horror,June,26.0,0.0279,0.065,0.0042,2.0
United States of America,2019.0,en,152000000.0,5.0,3.0,2.0,Action,March,6.0,0.0211,0.0675,0.0046,16.0
United States of America,2019.0,en,170000000.0,5.0,3.0,1.0,Action,January,31.0,0.0302,0.0639,0.0041,20.0
United States of America,2019.0,en,125000000.0,5.0,3.0,1.0,Adventure,December,4.0,0.03,0.064,0.0041,7.0
"China, Hungary, Spain, United States of America",2019.0,en,185000000.0,5.0,4.0,1.0,Science Fiction,October,23.0,0.0212,0.0675,0.0046,32.0
United States of America,2019.0,en,183000000.0,5.0,4.0,1.0,Adventure,May,22.0,0.0197,0.0679,0.0046,14.0
United States of America,2019.0,en,185000000.0,5.0,4.0,1.0,Family,October,16.0,0.0288,0.0646,0.0042,25.0
"Sweden, United States of America",2019.0,en,9000000.0,5.0,3.0,1.0,Horror,July,3.0,0.0261,0.0657,0.0043,14.0
"China, United Kingdom, United States of America",2019.0,en,95000000.0,5.0,3.0,1.0,Comedy,July,24.0,0.0226,0.067,0.0045,6.0
United States of America,2019.0,en,175000000.0,5.0,5.0,1.0,Family,June,19.0,0.0208,0.0676,0.0046,28.0
Spain,2019.0,es,1203235.0,5.0,3.0,1.0,Drama,November,8.0,0.0179,0.0684,0.0047,42.0
Brazil,2019.0,pt,0.0,5.0,1.0,1.0,Drama,August,29.0,0.0224,0.0671,0.0045,54.0
"China, Japan, United States of America",2019.0,en,170000000.0,5.0,2.0,1.0,Science Fiction,May,29.0,0.024,0.0665,0.0044,6.0
United States of America,2019.0,en,97600000.0,5.0,3.0,1.0,Drama,November,13.0,0.0309,0.0636,0.004,54.0
United States of America,2019.0,en,7000000.0,5.0,2.0,1.0,Romance,March,14.0,0.0252,0.0661,0.0044,47.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,March,29.0,0.0157,0.069,0.0048,12.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,March,22.0,0.0214,0.0674,0.0045,45.0
"Germany, United States of America",2019.0,en,0.0,5.0,3.0,1.0,Action,January,25.0,0.0335,0.0623,0.0039,5.0
"Malawi, United Kingdom, United States of America",2019.0,en,0.0,5.0,2.0,1.0,Drama,February,14.0,0.0251,0.0661,0.0044,48.0
India,2019.0,hi,0.0,5.0,3.0,1.0,Action,January,11.0,0.0279,0.065,0.0042,37.0
"China, United States of America",2019.0,en,110000000.0,5.0,3.0,1.0,Comedy,June,12.0,0.0236,0.0667,0.0044,2.0
United States of America,2019.0,en,21000000.0,5.0,2.0,2.0,Horror,April,4.0,0.0212,0.0675,0.0045,28.0
United States of America,2019.0,en,6000000.0,5.0,2.0,2.0,Horror,August,21.0,0.0289,0.0645,0.0042,8.0
"Denmark, Sweden",2019.0,da,19000000.0,5.0,1.0,1.0,Drama,March,27.0,0.0269,0.0654,0.0043,20.0
United States of America,2019.0,en,200000000.0,5.0,3.0,1.0,Science Fiction,June,5.0,0.0231,0.0668,0.0045,40.0
United States of America,2019.0,en,80000000.0,5.0,3.0,1.0,Action,March,29.0,0.0218,0.0673,0.0045,14.0
United States of America,2019.0,en,15000000.0,5.0,4.0,1.0,Family,August,2.0,0.0212,0.0675,0.0045,47.0
United States of America,2019.0,en,80000000.0,5.0,4.0,1.0,Adventure,May,24.0,0.0225,0.0671,0.0045,28.0
United States of America,2019.0,en,0.0,5.0,5.0,1.0,Animation,December,3.0,0.018,0.0684,0.0047,8.0
United States of America,2019.0,en,42000000.0,5.0,3.0,1.0,Comedy,October,9.0,0.0241,0.0665,0.0044,30.0
United States of America,2019.0,en,0.0,5.0,4.0,1.0,Action,March,6.0,0.0341,0.062,0.0038,5.0
United States of America,2019.0,en,9000000.0,5.0,3.0,1.0,Horror,January,3.0,0.0306,0.0637,0.0041,28.0
"Brazil, United States of America",2019.0,en,11000000.0,5.0,3.0,1.0,Drama,October,18.0,0.018,0.0684,0.0047,4.0
"India, Spain, United Kingdom, United States of America",2019.0,en,100000000.0,5.0,4.0,1.0,War,December,25.0,0.0248,0.0662,0.0044,35.0
United States of America,2019.0,en,159000000.0,5.0,3.0,1.0,Crime,November,1.0,0.0262,0.0657,0.0043,19.0
United States of America,2019.0,en,9000000.0,5.0,1.0,1.0,Horror,April,17.0,0.0208,0.0676,0.0046,44.0
United States of America,2019.0,en,40000000.0,5.0,3.0,1.0,Drama,December,25.0,0.0295,0.0643,0.0041,20.0
"Japan, United States of America",2019.0,en,150000000.0,5.0,3.0,1.0,Action,May,3.0,0.0319,0.0631,0.004,27.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,December,20.0,0.023,0.0669,0.0045,25.0
United States of America,2019.0,en,0.0,5.0,2.0,2.0,Horror,September,13.0,0.0221,0.0672,0.0045,15.0
"Finland, United States of America",2019.0,en,65000000.0,5.0,6.0,1.0,Animation,August,2.0,0.0287,0.0646,0.0042,28.0
United States of America,2019.0,en,40000000.0,5.0,2.0,1.0,Action,August,21.0,0.0277,0.0651,0.0042,3.0
Mexico,2019.0,es,5000000.0,5.0,1.0,1.0,Comedy,March,15.0,0.0303,0.0639,0.0041,2.0
United States of America,2019.0,en,20000000.0,5.0,3.0,1.0,Thriller,January,16.0,0.0231,0.0668,0.0045,2.0
"Australia, United States of America",2019.0,en,49000000.0,5.0,4.0,1.0,Adventure,August,8.0,0.0285,0.0647,0.0042,16.0
"Bulgaria, United States of America, France, Canada",2019.0,en,50000000.0,5.0,4.0,1.0,Fantasy,April,10.0,0.0214,0.0674,0.0045,21.0
"Russia, Serbia",2019.0,ru,3500000.0,5.0,3.0,1.0,Drama,March,21.0,0.0197,0.0679,0.0046,29.0
France,2019.0,fr,5740000.0,5.0,3.0,1.0,Drama,September,18.0,0.0289,0.0645,0.0042,21.0
United States of America,2019.0,en,6000000.0,5.0,4.0,1.0,Horror,May,9.0,0.0218,0.0673,0.0045,37.0
United States of America,2019.0,en,0.0,5.0,3.0,1.0,Crime,October,11.0,0.0232,0.0668,0.0045,28.0
"France, Guadaloupe, Russia, Serbia, United States of America",2019.0,en,34000000.0,5.0,3.0,1.0,Action,June,19.0,0.0208,0.0676,0.0046,51.0
United States of America,2019.0,en,0.0,5.0,1.0,1.0,Horror,April,19.0,0.028,0.0649,0.0042,10.0
United States of America,2019.0,en,48000000.0,5.0,3.0,1.0,Action,November,14.0,0.0273,0.0652,0.0043,44.0
"Canada, Hong Kong, United States of America",2019.0,en,100000000.0,5.0,3.0,1.0,Action,November,6.0,0.023,0.0669,0.0045,36.0
"Australia, Canada, United Kingdom, United States of America",2019.0,en,170000000.0,5.0,3.0,1.0,Family,March,27.0,0.0219,0.0672,0.0045,47.0
"Canada, Serbia, United States of America",2019.0,en,13500000.0,5.0,3.0,1.0,Horror,July,11.0,0.0222,0.0671,0.0045,16.0
Japan,2019.0,ja,0.0,5.0,5.0,2.0,Animation,July,12.0,0.027,0.0653,0.0043,7.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Thriller,September,22.0,0.0214,0.0674,0.0045,6.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,June,19.0,0.0235,0.0667,0.0044,36.0
"China, Japan, United States of America",2019.0,en,75000000.0,5.0,4.0,1.0,Family,September,19.0,0.0163,0.0688,0.0047,14.0
United States of America,2019.0,en,20000000.0,5.0,2.0,1.0,Comedy,February,8.0,0.0303,0.0639,0.0041,21.0
"Canada, Hong Kong, United States of America",2019.0,en,25000000.0,5.0,3.0,1.0,Horror,August,8.0,0.0254,0.066,0.0044,19.0
United States of America,2019.0,en,19000000.0,5.0,3.0,2.0,Drama,August,30.0,0.0293,0.0644,0.0041,22.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,December,23.0,0.0275,0.0651,0.0042,26.0
"Canada, United States of America",2019.0,en,40000000.0,5.0,4.0,2.0,Family,October,10.0,0.0214,0.0674,0.0045,57.0
Russia,2019.0,ru,0.0,5.0,1.0,1.0,Drama,October,31.0,0.0308,0.0637,0.0041,38.0
Turkey,2019.0,tr,10000000.0,5.0,1.0,1.0,Drama,October,10.0,0.0334,0.0623,0.0039,5.0
United States of America,2019.0,en,0.0,5.0,7.0,1.0,TV Movie,October,7.0,0.0285,0.0647,0.0042,21.0
Japan,2019.0,ja,0.0,3.0,2.0,1.0,Drama,August,23.0,0.0235,0.0667,0.0044,14.0
United States of America,2019.0,en,20000000.0,5.0,2.0,1.0,Horror,March,14.0,0.0216,0.0673,0.0045,44.0
South Korea,2019.0,en,0.0,5.0,6.0,1.0,Animation,July,25.0,0.0264,0.0656,0.0043,34.0
United States of America,2019.0,en,24000000.0,5.0,3.0,1.0,Action,May,25.0,0.0247,0.0663,0.0044,23.0
"United Kingdom, United States of America",2019.0,en,12000000.0,5.0,1.0,1.0,Horror,August,15.0,0.0196,0.0679,0.0046,34.0
"Canada, United States of America",2019.0,en,6000000.0,6.0,2.0,1.0,Romance,November,15.0,0.0333,0.0624,0.0039,3.0
"Australia, United States of America",2019.0,en,0.0,5.0,3.0,1.0,Drama,October,11.0,0.0258,0.0658,0.0043,20.0
United States of America,2019.0,en,150000000.0,5.0,3.0,1.0,Action,December,10.0,0.0212,0.0675,0.0046,28.0
"China, Hong Kong, United Kingdom",2019.0,zh,0.0,5.0,3.0,1.0,Drama,October,25.0,0.0258,0.0658,0.0043,43.0
China,2019.0,zh,48000000.0,5.0,3.0,1.0,Science Fiction,February,5.0,0.0302,0.0639,0.0041,5.0
United States of America,2019.0,en,18000000.0,5.0,2.0,1.0,Drama,August,8.0,0.0284,0.0647,0.0042,26.0
"Canada, United Kingdom, United States of America",2019.0,en,0.0,5.0,2.0,1.0,Drama,August,29.0,0.0283,0.0648,0.0042,23.0
"Canada, China, India, United States of America",2019.0,en,16000000.0,5.0,3.0,1.0,Family,May,3.0,0.0263,0.0656,0.0043,14.0
"New Zealand, United States of America",2019.0,en,14000000.0,5.0,3.0,1.0,Comedy,October,18.0,0.0252,0.0661,0.0044,50.0
"United States of America, China, Thailand",2019.0,en,10000000.0,5.0,2.0,1.0,Thriller,March,19.0,0.025,0.0662,0.0044,18.0
"China, United States of America",2019.0,en,140000000.0,5.0,4.0,1.0,Science Fiction,October,2.0,0.0333,0.0624,0.0039,41.0
Dominican Republic,2019.0,es,0.0,5.0,2.0,1.0,Romance,December,6.0,0.0216,0.0673,0.0045,9.0
Japan,2019.0,ja,0.0,3.0,2.0,1.0,Animation,February,13.0,0.028,0.0649,0.0042,36.0
China,2019.0,zh,11936735.0,5.0,3.0,2.0,Romance,January,11.0,0.033,0.0626,0.0039,30.0
Ukraine,2019.0,uk,1522860.0,5.0,3.0,1.0,Adventure,September,19.0,0.0271,0.0653,0.0043,2.0
United States of America,2019.0,en,14000000.0,5.0,1.0,1.0,Drama,April,10.0,0.0256,0.0659,0.0043,31.0
France,2019.0,fr,0.0,5.0,2.0,1.0,Drama,April,3.0,0.0252,0.0661,0.0044,16.0
United Kingdom,2019.0,en,0.0,5.0,3.0,1.0,Action,February,22.0,0.0321,0.063,0.004,30.0
Russia,2019.0,ru,0.0,5.0,3.0,1.0,Thriller,November,21.0,0.0198,0.0679,0.0046,28.0
United States of America,2019.0,en,45000000.0,5.0,3.0,1.0,Horror,October,30.0,0.0346,0.0617,0.0038,25.0
China,2019.0,en,0.0,5.0,2.0,1.0,Action,December,23.0,0.0298,0.0641,0.0041,15.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Action,September,11.0,0.0247,0.0663,0.0044,54.0
"Bosnia and Herzegovina, Croatia, Czech Republic, Luxembourg, Norway, Slovakia, Slovenia",2019.0,hr,0.0,5.0,3.0,2.0,Adventure,March,21.0,0.0235,0.0667,0.0044,25.0
United States of America,2019.0,en,20000000.0,5.0,3.0,1.0,Drama,September,12.0,0.0271,0.0653,0.0043,40.0
"United States of America, China",2019.0,en,33000000.0,5.0,3.0,1.0,Crime,October,24.0,0.0246,0.0663,0.0044,25.0
United States of America,2019.0,en,100000000.0,5.0,5.0,2.0,Animation,December,4.0,0.0252,0.0661,0.0044,43.0
"Canada, France, Norway, United Kingdom, United States of America",2019.0,en,60000000.0,5.0,5.0,1.0,Action,February,7.0,0.0219,0.0672,0.0045,45.0
Japan,2019.0,ja,0.0,5.0,5.0,1.0,Animation,February,9.0,0.0236,0.0666,0.0044,5.0
"China, Russia",2019.0,ru,49000000.0,5.0,4.0,1.0,Action,August,16.0,0.0303,0.0639,0.0041,17.0
"Canada, Denmark, United States of America",2019.0,en,99000000.0,5.0,5.0,1.0,Action,February,6.0,0.0236,0.0666,0.0044,15.0
"Belgium, France, Ukraine",2019.0,en,2700000.0,5.0,2.0,1.0,Thriller,May,15.0,0.0246,0.0663,0.0044,41.0
Spain,2019.0,en,0.0,5.0,5.0,1.0,Animation,November,8.0,0.0217,0.0673,0.0045,10.0
"China, United States of America",2019.0,en,18000000.0,5.0,3.0,1.0,Drama,January,10.0,0.0212,0.0675,0.0046,14.0
"Australia, India, Singapore, United States of America, Indonesia",2019.0,en,25000000.0,5.0,4.0,1.0,Thriller,March,14.0,0.0276,0.0651,0.0042,20.0
South Korea,2019.0,ko,0.0,4.0,2.0,1.0,Drama,July,25.0,0.0279,0.065,0.0042,7.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Drama,February,18.0,0.0282,0.0649,0.0042,19.0
United States of America,2019.0,en,37500000.0,5.0,2.0,1.0,Comedy,January,10.0,0.0291,0.0645,0.0042,4.0
United States of America,2019.0,en,0.0,5.0,1.0,1.0,Thriller,October,10.0,0.0268,0.0654,0.0043,13.0
Japan,2019.0,ja,0.0,5.0,2.0,1.0,Animation,October,11.0,0.0249,0.0662,0.0044,25.0
United Kingdom,2019.0,en,18000000.0,5.0,1.0,1.0,Drama,September,28.0,0.0219,0.0672,0.0045,2.0
France,2019.0,fr,22400000.0,5.0,3.0,1.0,Thriller,February,20.0,0.0237,0.0666,0.0044,4.0
United States of America,2019.0,en,9000000.0,5.0,3.0,1.0,Comedy,February,13.0,0.0317,0.0632,0.004,28.0
United States of America,2019.0,en,1.0,4.0,3.0,1.0,Horror,February,1.0,0.0237,0.0666,0.0044,48.0
"United Kingdom, United States of America",2019.0,en,40000000.0,5.0,2.0,1.0,Music,May,17.0,0.0254,0.066,0.0044,33.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Romance,August,28.0,0.0303,0.0639,0.0041,46.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Drama,May,17.0,0.0222,0.0671,0.0045,4.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Comedy,June,28.0,0.0256,0.0659,0.0043,34.0
Australia,2019.0,en,0.0,5.0,3.0,1.0,Horror,April,12.0,0.027,0.0654,0.0043,57.0
Japan,2019.0,ja,0.0,5.0,3.0,1.0,Animation,May,24.0,0.0272,0.0653,0.0043,37.0
Netherlands,2019.0,nl,0.0,5.0,4.0,1.0,Action,November,28.0,0.0273,0.0652,0.0043,27.0
United States of America,2019.0,en,6500000.0,5.0,2.0,1.0,Horror,October,24.0,0.027,0.0654,0.0043,16.0
"Belgium, Denmark, Ireland, United States of America",2019.0,en,4000000.0,5.0,4.0,1.0,Science Fiction,September,7.0,0.0321,0.063,0.004,23.0
"Canada, United States of America",2019.0,en,32000000.0,5.0,1.0,1.0,Drama,December,13.0,0.0322,0.063,0.004,34.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Adventure,December,20.0,0.0333,0.0624,0.0039,4.0
United States of America,2019.0,en,0.0,5.0,1.0,1.0,Horror,January,28.0,0.0225,0.0671,0.0045,38.0
"Canada, United Kingdom, United States of America",2019.0,en,15000000.0,5.0,3.0,1.0,Science Fiction,December,6.0,0.0232,0.0668,0.0045,17.0
United States of America,2019.0,en,0.0,5.0,3.0,1.0,Comedy,September,13.0,0.0286,0.0647,0.0042,32.0
"Canada, United States of America",2019.0,en,0.0,5.0,3.0,1.0,Horror,September,20.0,0.0235,0.0667,0.0044,27.0
"Malaysia, Portugal, United States of America",2019.0,en,6000000.0,5.0,4.0,1.0,Horror,September,7.0,0.0233,0.0667,0.0045,28.0
United States of America,2019.0,en,20000000.0,5.0,2.0,1.0,Drama,November,22.0,0.0279,0.065,0.0042,14.0
South Korea,2019.0,ko,17700000.0,5.0,3.0,2.0,Action,December,19.0,0.0379,0.0597,0.0036,32.0
"Spain, United States of America",2019.0,en,21000000.0,5.0,2.0,1.0,Comedy,May,9.0,0.015,0.0691,0.0048,54.0
"Canada, Norway, United States of America",2019.0,en,0.0,5.0,3.0,1.0,Horror,January,10.0,0.0228,0.0669,0.0045,25.0
"Canada, United States of America",2019.0,en,10000000.0,5.0,2.0,1.0,Horror,June,19.0,0.0257,0.0659,0.0043,20.0
Norway,2019.0,no,0.0,5.0,2.0,1.0,Thriller,December,25.0,0.0308,0.0637,0.0041,48.0
Argentina,2019.0,es,0.0,5.0,2.0,1.0,Drama,July,11.0,0.0267,0.0655,0.0043,14.0
United States of America,2019.0,en,17000000.0,5.0,2.0,1.0,Drama,November,1.0,0.0196,0.0679,0.0046,12.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,November,8.0,0.0211,0.0675,0.0046,40.0
"Canada, United States of America",2019.0,en,0.0,5.0,4.0,1.0,Romance,October,15.0,0.0294,0.0643,0.0041,16.0
United States of America,2019.0,en,45000000.0,5.0,1.0,1.0,Drama,December,13.0,0.0318,0.0632,0.004,35.0
"China, United States of America",2019.0,en,3600000.0,5.0,2.0,1.0,Action,June,20.0,0.0273,0.0652,0.0043,5.0
Japan,2019.0,ja,0.0,5.0,5.0,1.0,Animation,June,21.0,0.031,0.0635,0.004,5.0
China,2019.0,zh,0.0,5.0,3.0,1.0,Animation,August,27.0,0.0283,0.0648,0.0042,5.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,June,11.0,0.0352,0.0613,0.0038,53.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,August,30.0,0.0216,0.0673,0.0045,45.0
United States of America,2019.0,en,0.0,1.0,3.0,1.0,Animation,January,18.0,0.0206,0.0677,0.0046,25.0
"Mexico, United States of America",2019.0,en,15000000.0,5.0,1.0,1.0,Action,February,1.0,0.0206,0.0676,0.0046,11.0
"Spain, United States of America",2019.0,en,100000000.0,5.0,5.0,1.0,Comedy,March,13.0,0.0241,0.0665,0.0044,14.0
United States of America,2019.0,en,3000000.0,5.0,3.0,1.0,Crime,July,12.0,0.0241,0.0665,0.0044,45.0
"United States of America, Sweden, Japan",2019.0,en,11000000.0,5.0,2.0,1.0,Comedy,May,15.0,0.0252,0.0661,0.0044,38.0
"Finland, Germany",2019.0,en,17500000.0,5.0,4.0,1.0,Action,January,25.0,0.0268,0.0654,0.0043,18.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,February,22.0,0.0258,0.0658,0.0043,26.0
United States of America,2019.0,en,0.0,5.0,2.0,2.0,Family,June,6.0,0.033,0.0625,0.0039,5.0
Spain,2019.0,es,10769016.0,5.0,1.0,1.0,Drama,March,22.0,0.0218,0.0673,0.0045,1.0
United States of America,2019.0,en,0.0,5.0,3.0,1.0,Family,November,12.0,0.0287,0.0646,0.0042,47.0
United Kingdom,2019.0,en,1600000.0,5.0,3.0,1.0,Crime,November,22.0,0.0219,0.0672,0.0045,10.0
"United Kingdom, United States of America",2019.0,en,60000000.0,5.0,3.0,1.0,Drama,August,30.0,0.0306,0.0637,0.0041,34.0
"Ukraine, United States of America",2019.0,en,2900000.0,5.0,3.0,2.0,Action,October,10.0,0.0201,0.0678,0.0046,28.0
United States of America,2019.0,en,20000000.0,5.0,1.0,1.0,Comedy,August,14.0,0.0278,0.065,0.0042,37.0
"Belgium, France",2019.0,fr,0.0,5.0,1.0,1.0,Drama,May,24.0,0.0241,0.0665,0.0044,13.0
United States of America,2019.0,en,30000000.0,5.0,4.0,1.0,Action,June,14.0,0.0346,0.0617,0.0038,18.0
United Kingdom,2019.0,en,59000000.0,5.0,4.0,1.0,Action,January,16.0,0.0253,0.066,0.0044,19.0
"Canada, United Kingdom, United States of America",2019.0,en,15000000.0,5.0,3.0,1.0,Crime,February,21.0,0.0279,0.065,0.0042,48.0
United States of America,2019.0,en,49000000.0,5.0,3.0,1.0,Crime,March,15.0,0.0226,0.067,0.0045,53.0
Indonesia,2019.0,en,0.0,5.0,2.0,1.0,Action,February,21.0,0.0271,0.0653,0.0043,10.0
United States of America,2019.0,en,66000.0,5.0,3.0,2.0,Horror,December,15.0,0.0338,0.0621,0.0039,26.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Drama,May,2.0,0.0244,0.0664,0.0044,19.0
United States of America,2019.0,en,5000000.0,5.0,1.0,1.0,Drama,August,22.0,0.0245,0.0663,0.0044,1.0
"Belgium, France",2019.0,fr,0.0,5.0,3.0,1.0,Thriller,September,18.0,0.032,0.0631,0.004,7.0
South Korea,2019.0,ko,0.0,3.0,1.0,1.0,Romance,January,25.0,0.0255,0.0659,0.0043,38.0
South Korea,2019.0,ko,8120000.0,5.0,3.0,1.0,Action,January,23.0,0.0254,0.066,0.0044,2.0
"United Kingdom, United States of America",2019.0,en,30000000.0,5.0,2.0,1.0,Comedy,November,7.0,0.0245,0.0663,0.0044,8.0
United States of America,2019.0,en,0.0,5.0,3.0,2.0,Adventure,August,9.0,0.0293,0.0644,0.0041,24.0
Spain,2019.0,es,3400000.0,5.0,1.0,1.0,Comedy,August,2.0,0.0279,0.065,0.0042,21.0
"Canada, Germany, United Kingdom, United States of America",2019.0,en,0.0,5.0,4.0,1.0,Horror,May,16.0,0.0221,0.0672,0.0045,7.0
United States of America,2019.0,en,0.0,5.0,3.0,1.0,Thriller,August,23.0,0.0195,0.068,0.0046,47.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Romance,May,3.0,0.026,0.0657,0.0043,6.0
other,2019.0,ko,0.0,3.0,1.0,1.0,other,August,9.0,0.0283,0.0648,0.0042,25.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Romance,April,12.0,0.0307,0.0637,0.0041,17.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Drama,July,18.0,0.025,0.0661,0.0044,12.0
Russia,2019.0,ru,0.0,5.0,2.0,1.0,Drama,September,19.0,0.023,0.0669,0.0045,28.0
Belgium,2019.0,nl,0.0,5.0,2.0,1.0,Horror,December,13.0,0.021,0.0675,0.0046,14.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Thriller,April,23.0,0.0221,0.0672,0.0045,48.0
United States of America,2019.0,en,25000000.0,5.0,3.0,1.0,Drama,December,25.0,0.0336,0.0622,0.0039,18.0
"Hong Kong, Ireland, South Korea, United States of America",2019.0,en,0.0,5.0,4.0,1.0,Mystery,February,28.0,0.0301,0.064,0.0041,15.0
United States of America,2019.0,en,6000000.0,5.0,1.0,1.0,Comedy,May,24.0,0.0194,0.068,0.0046,15.0
"France, Italy, United Kingdom",2019.0,it,12400000.0,5.0,3.0,1.0,Drama,December,19.0,0.0198,0.0679,0.0046,28.0
"Japan, United States of America",2019.0,en,5000000.0,5.0,2.0,1.0,Horror,May,29.0,0.02,0.0678,0.0046,20.0
United States of America,2019.0,en,40000000.0,5.0,2.0,1.0,Comedy,May,2.0,0.0299,0.0641,0.0041,26.0
United States of America,2019.0,en,3000000.0,5.0,3.0,1.0,Horror,September,11.0,0.0266,0.0655,0.0043,10.0
"Australia, France",2019.0,en,0.0,1.0,2.0,2.0,Documentary,April,17.0,0.0266,0.0655,0.0043,26.0
United States of America,2019.0,en,0.0,5.0,2.0,1.0,Drama,November,27.0,0.0319,0.0631,0.004,5.0
India,2019.0,hi,0.0,5.0,3.0,1.0,Action,June,5.0,0.0241,0.0665,0.0044,34.0
"Belgium, France",2019.0,en,0.0,5.0,2.0,2.0,Family,February,13.0,0.0274,0.0652,0.0042,18.0
"United States of America, Canada",2019.0,en,0.0,5.0,2.0,1.0,Science Fiction,September,27.0,0.0271,0.0653,0.0043,14.0
United States of America,2019.0,en,0.0,5.0,4.0,1.0,Science Fiction,May,24.0,0.0297,0.0642,0.0041,13.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Horror,August,21.0,0.0231,0.0668,0.0045,45.0
South Korea,2019.0,ko,0.0,4.0,1.0,1.0,Romance,October,11.0,0.0241,0.0665,0.0044,2.0
United Kingdom,2019.0,en,25000000.0,5.0,3.0,1.0,Thriller,January,24.0,0.0267,0.0655,0.0043,11.0
"Canada, United States of America",2019.0,en,31000000.0,5.0,3.0,1.0,Comedy,February,13.0,0.0305,0.0638,0.0041,9.0
United States of America,2019.0,en,40000000.0,5.0,1.0,1.0,Drama,September,12.0,0.0255,0.066,0.0044,20.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,September,20.0,0.0294,0.0643,0.0041,25.0
Japan,2019.0,ja,0.0,5.0,4.0,1.0,Animation,May,10.0,0.0245,0.0663,0.0044,5.0
South Korea,2019.0,ko,0.0,5.0,4.0,1.0,Horror,February,20.0,0.0211,0.0675,0.0046,52.0
United States of America,2019.0,en,0.0,5.0,2.0,2.0,Science Fiction,October,4.0,0.0251,0.0661,0.0044,5.0
Japan,2019.0,ja,0.0,5.0,3.0,1.0,Drama,September,6.0,0.0245,0.0663,0.0044,32.0
"Canada, United States of America",2019.0,en,6000000.0,5.0,2.0,1.0,Horror,February,6.0,0.0218,0.0673,0.0045,21.0
"United Kingdom, United States of America",2019.0,en,0.0,5.0,2.0,1.0,Thriller,January,4.0,0.0195,0.068,0.0046,57.0
Japan,2019.0,ja,0.0,5.0,1.0,1.0,Action,October,4.0,0.0187,0.0682,0.0046,47.0
Japan,2019.0,ja,0.0,5.0,6.0,1.0,Animation,March,1.0,0.0142,0.0693,0.0048,37.0
United States of America,2019.0,en,100000000.0,5.0,4.0,1.0,Family,April,4.0,0.0219,0.0672,0.0045,33.0
United States of America,2019.0,en,0.0,5.0,6.0,1.0,Action,July,21.0,0.0271,0.0653,0.0043,32.0
United States of America,2019.0,en,0.0,5.0,7.0,2.0,Fantasy,September,3.0,0.0265,0.0656,0.0043,48.0
South Korea,2019.0,ko,0.0,5.0,2.0,1.0,Drama,November,20.0,0.0235,0.0667,0.0044,21.0
United States of America,2019.0,en,12000000.0,5.0,4.0,1.0,Action,October,25.0,0.0296,0.0642,0.0041,14.0
Russia,2019.0,ru,0.0,5.0,1.0,1.0,Thriller,February,14.0,0.027,0.0654,0.0043,9.0
Japan,2019.0,ja,0.0,5.0,6.0,1.0,Animation,February,15.0,0.0247,0.0663,0.0044,25.0
"Australia, Luxembourg, United States of America",2019.0,en,0.0,5.0,2.0,1.0,Science Fiction,June,7.0,0.0302,0.0639,0.0041,19.0
United States of America,2019.0,en,0.0,5.0,6.0,1.0,Animation,March,31.0,0.025,0.0661,0.0044,7.0
"Canada, United Kingdom, United States of America",2019.0,en,0.0,5.0,3.0,1.0,Thriller,August,30.0,0.0322,0.063,0.004,20.0
"United States of America, Bulgaria",2019.0,en,0.0,5.0,1.0,1.0,War,October,1.0,0.0262,0.0657,0.0043,1.0
